session_idx,turn_idx,scenario,reservation_nc,actual_nc,refund_nc,input_tokens,output_tokens,body_bytes,margin_ratio,violated,latency_ms
87,10,recipe_iter,11993000,4034000,7959000,2744,258,9433,2.972980,false,6054
87,11,recipe_iter,12926000,4762000,8164000,3012,350,10366,2.714406,false,8884
88,0,trip_planning,2730000,1958000,772000,28,386,170,1.394280,false,6128
88,1,trip_planning,4100000,2985000,1115000,425,512,1540,1.373534,false,5948
88,2,trip_planning,5875000,3512000,2363000,952,512,3315,1.672836,false,6263
88,3,trip_planning,7323000,4037000,3286000,1477,512,4763,1.813971,false,6829
88,4,trip_planning,9499000,4563000,4936000,2003,512,6939,2.081744,false,5784
88,5,trip_planning,11135000,5090000,6045000,2530,512,8575,2.187623,false,6227
88,6,trip_planning,12974000,5619000,7355000,3059,512,10414,2.308952,false,8781
88,7,trip_planning,15045000,6145000,8900000,3585,512,12485,2.448332,false,6393
88,8,trip_planning,17024000,6676000,10348000,4116,512,14464,2.550030,false,7608
88,9,trip_planning,18615000,7206000,11409000,4646,512,16055,2.583264,false,6135
88,10,trip_planning,20533000,6038000,14495000,5178,172,17973,3.400629,false,3674
88,11,trip_planning,21326000,6012000,15314000,5362,130,18766,3.547239,false,3692
89,0,code_debug,2939000,2667000,272000,107,512,379,1.101987,false,4922
89,1,code_debug,4719000,3201000,1518000,641,512,2159,1.474227,false,4921
89,2,code_debug,6019000,3726000,2293000,1166,512,3459,1.615405,false,7382
89,3,code_debug,7712000,4256000,3456000,1696,512,5152,1.812030,false,8405
89,4,code_debug,8874000,4779000,4095000,2219,512,6314,1.856874,false,4247
89,5,code_debug,10492000,5303000,5189000,2743,512,7932,1.978503,false,7180
89,6,code_debug,12334000,5830000,6504000,3270,512,9774,2.115609,false,5791
89,7,code_debug,14207000,6358000,7849000,3798,512,11647,2.234508,false,3953
89,8,code_debug,15923000,6884000,9039000,4324,512,13363,2.313045,false,31701
89,9,code_debug,17508000,7410000,10098000,4850,512,14948,2.362753,false,7400
89,10,code_debug,19135000,7935000,11200000,5375,512,16575,2.411468,false,3579
89,11,code_debug,20727000,7890000,12837000,5900,398,18167,2.626996,false,5049
90,0,rust_learning,2695000,649000,2046000,19,126,135,4.152542,false,2285
90,1,rust_learning,3299000,1343000,1956000,158,237,739,2.456441,false,2700
90,2,rust_learning,4057000,1906000,2151000,411,299,1497,2.128541,false,3422
90,3,rust_learning,5015000,2810000,2205000,720,418,2455,1.784698,false,4324
90,4,rust_learning,6428000,3100000,3328000,1150,390,3868,2.073548,false,3976
90,5,rust_learning,7750000,3734000,4016000,1554,436,5190,2.075522,false,4014
90,6,rust_learning,9151000,4207000,4944000,2007,440,6591,2.175184,false,4319
90,7,rust_learning,10527000,5021000,5506000,2461,512,7967,2.096594,false,4338
90,8,rust_learning,12199000,5249000,6950000,2989,452,9639,2.324062,false,4609
90,9,rust_learning,13758000,6013000,7745000,3453,512,11198,2.288043,false,4627
90,10,rust_learning,15347000,5761000,9586000,3981,356,12787,2.663947,false,3674
90,11,rust_learning,16568000,5974000,10594000,4349,325,14008,2.773351,false,4050
91,0,podcast_brainstorm,2715000,1230000,1485000,25,241,155,2.207317,false,3917
91,1,podcast_brainstorm,3895000,1542000,2353000,277,253,1335,2.525940,false,3678
91,2,podcast_brainstorm,5088000,1868000,3220000,543,265,2528,2.723769,false,4659
91,3,podcast_brainstorm,6406000,1126000,5280000,821,61,3846,5.689165,false,2249
91,4,podcast_brainstorm,6743000,1852000,4891000,897,191,4183,3.640929,false,3438
91,5,podcast_brainstorm,7617000,1847000,5770000,1097,150,5057,4.123985,false,2435
91,6,podcast_brainstorm,8273000,2292000,5981000,1257,207,5713,3.609511,false,3573
91,7,podcast_brainstorm,9290000,2998000,6292000,1478,304,6730,3.098732,false,4428
91,8,podcast_brainstorm,10645000,3003000,7642000,1793,242,8085,3.544789,false,4079
91,9,podcast_brainstorm,11877000,2347000,9530000,2047,60,9317,5.060503,false,1634
91,10,podcast_brainstorm,12271000,3492000,8779000,2117,275,9711,3.514032,false,5081
91,11,podcast_brainstorm,13484000,3807000,9677000,2402,281,10924,3.541897,false,9138
92,0,essay_revision,2714000,1089000,1625000,19,214,154,2.492195,false,4117
92,1,essay_revision,4142000,1428000,2714000,243,237,1582,2.900560,false,3918
92,2,essay_revision,5760000,1203000,4557000,493,142,3200,4.788030,false,4379
92,3,essay_revision,6721000,1489000,5232000,644,169,4161,4.513768,false,2262
92,4,essay_revision,7813000,1820000,5993000,825,199,5253,4.292857,false,5688
92,5,essay_revision,9129000,2040000,7089000,1040,200,6569,4.475000,false,2693
92,6,essay_revision,10456000,2294000,8162000,1249,209,7896,4.557977,false,4912
92,7,essay_revision,11842000,2551000,9291000,1471,216,9282,4.642101,false,2016
92,8,essay_revision,13249000,2725000,10524000,1695,206,10689,4.862018,false,2723
92,9,essay_revision,14616000,3047000,11569000,1912,227,12056,4.796849,false,3614
92,10,essay_revision,16075000,3293000,12782000,2148,229,13515,4.881567,false,2531
92,11,essay_revision,17588000,2555000,15033000,2390,33,15028,6.883757,false,1637
93,0,math_problem,2708000,987000,1721000,32,191,148,2.743668,false,2135
93,1,math_problem,3225000,2222000,1003000,232,398,665,1.451395,false,3171
93,2,math_problem,4283000,2260000,2023000,640,324,1723,1.895133,false,3276
93,3,math_problem,5499000,2910000,2589000,985,385,2939,1.889691,false,2417
93,4,math_problem,6473000,3184000,3289000,1384,360,3913,2.032977,false,3814
93,5,math_problem,7497000,3802000,3695000,1757,409,4937,1.971857,false,3615
93,6,math_problem,8600000,3834000,4766000,2179,331,6040,2.243088,false,3007
93,7,math_problem,9445000,4721000,4724000,2521,440,6885,2.000635,false,4795
93,8,math_problem,10868000,5534000,5334000,2974,512,8308,1.963860,false,4604
93,9,math_problem,12457000,5308000,7149000,3503,361,9897,2.346835,false,3805
93,10,math_problem,13516000,5948000,7568000,3878,414,10956,2.272360,false,5109
93,11,math_problem,15180000,6347000,8833000,4302,409,12620,2.391681,false,5246
94,0,tech_compare,2710000,2575000,135000,15,512,150,1.052427,false,6950
94,1,tech_compare,4919000,3102000,1817000,542,512,2359,1.585751,false,7497
94,2,tech_compare,6931000,3633000,3298000,1073,512,4371,1.907790,false,5737
94,3,tech_compare,8903000,4158000,4745000,1598,512,6343,2.141174,false,4917
94,4,tech_compare,10684000,4680000,6004000,2120,512,8124,2.282906,false,6144
94,5,tech_compare,12521000,5206000,7315000,2646,512,9961,2.405109,false,5321
94,6,tech_compare,14332000,5732000,8600000,3172,512,11772,2.500349,false,4703
94,7,tech_compare,16167000,6255000,9912000,3695,512,13607,2.584652,false,5181
94,8,tech_compare,17904000,6782000,11122000,4222,512,15344,2.639929,false,5522
94,9,tech_compare,19711000,7313000,12398000,4753,512,17151,2.695337,false,4983
94,10,tech_compare,21687000,7840000,13847000,5280,512,19127,2.766199,false,4797
94,11,tech_compare,23540000,8367000,15173000,5807,512,20980,2.813434,false,6474
95,0,recipe_iter,2715000,1267000,1448000,22,249,155,2.142857,false,3174
95,1,recipe_iter,3590000,690000,2900000,280,82,1030,5.202899,false,1786
95,2,recipe_iter,3943000,1681000,2262000,371,262,1383,2.345628,false,3581
95,3,recipe_iter,4882000,1958000,2924000,648,262,2322,2.493361,false,3899
95,4,recipe_iter,5821000,2091000,3730000,921,234,3261,2.783835,false,3486
95,5,recipe_iter,6790000,2624000,4166000,1164,292,4230,2.587652,false,3883
95,6,recipe_iter,7763000,2825000,4938000,1465,272,5203,2.747965,false,3081
95,7,recipe_iter,8794000,2999000,5795000,1749,250,6234,2.932311,false,4538
95,8,recipe_iter,9730000,3307000,6423000,2007,260,7170,2.942244,false,3013
95,9,recipe_iter,10676000,3604000,7072000,2279,265,8116,2.962264,false,3933
95,10,recipe_iter,11581000,3842000,7739000,2552,258,9021,3.014315,false,3804
95,11,recipe_iter,12525000,4660000,7865000,2820,368,9965,2.687768,false,5127
96,0,trip_planning,2730000,1863000,867000,28,367,170,1.465378,false,5121
96,1,trip_planning,4086000,2966000,1120000,406,512,1526,1.377613,false,4739
96,2,trip_planning,5890000,3229000,2661000,934,459,3330,1.824094,false,5972
96,3,trip_planning,7354000,3965000,3389000,1405,512,4794,1.854729,false,6441
96,4,trip_planning,9485000,4491000,4994000,1931,512,6925,2.112002,false,6269
96,5,trip_planning,11273000,5018000,6255000,2458,512,8713,2.246513,false,6056
96,6,trip_planning,13112000,5547000,7565000,2987,512,10552,2.363800,false,5922
96,7,trip_planning,15039000,6073000,8966000,3513,512,12479,2.476371,false,7275
96,8,trip_planning,17025000,6604000,10421000,4044,512,14465,2.577983,false,6749
96,9,trip_planning,18612000,7134000,11478000,4574,512,16052,2.608915,false,6819
96,10,trip_planning,20644000,6176000,14468000,5106,214,18084,3.342617,false,4024
96,11,trip_planning,21638000,5892000,15746000,5332,112,19078,3.672437,false,3456
97,0,code_debug,2939000,2667000,272000,107,512,379,1.101987,false,4269
97,1,code_debug,4744000,3201000,1543000,641,512,2184,1.482037,false,5036
97,2,code_debug,6070000,2996000,3074000,1166,366,3510,2.026035,false,3207
97,3,code_debug,7366000,3782000,3584000,1547,447,4806,1.947647,false,3529
97,4,code_debug,8378000,4518000,3860000,2003,503,5818,1.854360,false,4147
97,5,code_debug,9959000,5076000,4883000,2516,512,7399,1.961978,false,4639
97,6,code_debug,11727000,5602000,6125000,3042,512,9167,2.093360,false,6150
97,7,code_debug,13380000,6130000,7250000,3570,512,10820,2.182708,false,3603
97,8,code_debug,15148000,6656000,8492000,4096,512,12588,2.275841,false,4485
97,9,code_debug,16840000,7182000,9658000,4622,512,14280,2.344751,false,3961
97,10,code_debug,18822000,7098000,11724000,5148,390,16262,2.651733,false,4256
97,11,code_debug,20382000,7268000,13114000,5548,344,17822,2.804348,false,5821
98,0,rust_learning,2695000,764000,1931000,19,149,135,3.527487,false,2877
98,1,rust_learning,3431000,1346000,2085000,181,233,871,2.549034,false,2995
98,2,rust_learning,4233000,2050000,2183000,430,324,1673,2.064878,false,3113
98,3,rust_learning,5324000,2564000,2760000,764,360,2764,2.076443,false,3569
98,4,rust_learning,6683000,2896000,3787000,1136,352,4123,2.307666,false,5246
98,5,rust_learning,7953000,3687000,4266000,1502,437,5393,2.157038,false,4540
98,6,rust_learning,9360000,4101000,5259000,1956,429,6800,2.282370,false,4302
98,7,rust_learning,10719000,4959000,5760000,2399,512,8159,2.161525,false,5814
98,8,rust_learning,12394000,5487000,6907000,2927,512,9834,2.258794,false,5249
98,9,rust_learning,14126000,6014000,8112000,3454,512,11566,2.348853,false,4345
98,10,rust_learning,15757000,5382000,10375000,3982,280,13197,2.927722,false,7200
98,11,rust_learning,16916000,6334000,10582000,4274,412,14356,2.670666,false,5185
99,0,podcast_brainstorm,2715000,1355000,1360000,25,266,155,2.003690,false,4232
99,1,podcast_brainstorm,4008000,1862000,2146000,302,312,1448,2.152524,false,5804
99,2,podcast_brainstorm,5389000,2137000,3252000,627,302,2829,2.521759,false,4834
99,3,podcast_brainstorm,6832000,1342000,5490000,942,80,4272,5.090909,false,5596
99,4,podcast_brainstorm,7238000,2147000,5091000,1037,222,4678,3.371216,false,6965
99,5,podcast_brainstorm,8321000,2303000,6018000,1268,207,5761,3.613113,false,3154
99,6,podcast_brainstorm,9281000,2364000,6917000,1484,176,6721,3.925973,false,3161
99,7,podcast_brainstorm,10012000,3164000,6848000,1674,298,7452,3.164349,false,4895
99,8,podcast_brainstorm,11347000,3408000,7939000,1983,285,8787,3.329519,false,4777
99,9,podcast_brainstorm,12679000,2665000,10014000,2280,77,10119,4.757598,false,2227
99,10,podcast_brainstorm,13108000,4167000,8941000,2367,360,10548,3.145668,false,6076
99,11,podcast_brainstorm,14619000,4477000,10142000,2737,348,12059,3.265356,false,5527
